Feature ID	Taxon	Confidence
004bdc008cdbcde8c30a58cb8d4b4efe	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__Incertae_Sedis;s__	0.891604403382714
004d387fff5d8566c4b6b7e530b7d068	Unassigned	0.4828504920334772
004deb64e16a2f4c8334588763d73f82	d__Bacteria	0.9997508942089441
004e9d1ba355574e2344f70d20d4e77b	d__Bacteria;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales	0.9951033785765464
004ed1283e09fbbe5f51c2be67cf4449	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9259598766152227
00508e5aa8e417eeafa5063c0f64965a	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9226329581667715
0051a1860af78503e8d09954d2aaa531	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__	0.9885614975688493
0052da36bf9c05624e12c9916c1aed0b	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Incertae_Sedis;s__	0.9847542264036734
0053a674cff00269b72c3c90b7a2140d	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Incertae_Sedis;s__	0.8145261504196397
0053cd760461f876da1db0d4c5a11afd	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Incertae_Sedis;s__	0.9443149461004825
00540bd5a6b18547194ad09fac7e7066	Unassigned	0.6560591133860461
00541ee8abf7aecf1f3bbd04be21ea5b	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Pedosphaerales;f__Pedosphaeraceae	0.9793442271392025
