Location,Subcommunity,TaxRank,Site1,Site2,Bray,Geo_km,Env_distance,Salinity_difference
Biloxi Bay,CRT,ASV,BIL_ST6,BIL_ST4,0.34037029764874766,5.013070994466372,2.5374966823285425,2.4000000000000004
Biloxi Bay,CRT,ASV,BIL_ST7,BIL_ST4,0.36143984090932807,7.749297726496992,2.061797261417825,3.7200000000000006
Biloxi Bay,CRT,ASV,BIL_ST8,BIL_ST4,0.40450227023557495,11.63252524666425,2.6210834317788003,5.0699999999999985
Biloxi Bay,CRT,ASV,BIL_ST9,BIL_ST4,0.4016972640784323,12.416291018602198,2.645490611175981,5.01
Biloxi Bay,CRT,ASV,BIL_ST6,BIL_ST5,0.24808515374691592,3.2773496337228654,1.085866668527017,0.6300000000000008
Biloxi Bay,CRT,ASV,BIL_ST7,BIL_ST5,0.24635006233064363,6.357932819440825,1.4455313205428908,1.950000000000001
Biloxi Bay,CRT,ASV,BIL_ST8,BIL_ST5,0.25664783272516173,10.149287020235441,1.774994858676821,3.299999999999999
Biloxi Bay,CRT,ASV,BIL_ST9,BIL_ST5,0.28065256690490126,10.834132111193693,1.7536697751043786,3.24
Biloxi Bay,CRT,ASV,BIL_ST7,BIL_ST6,0.2688164873260208,3.0982937176586067,2.0431769336576417,1.3200000000000003
Biloxi Bay,CRT,ASV,BIL_ST8,BIL_ST6,0.29182831933282943,6.8745306469883785,2.083756514099894,2.669999999999998
Biloxi Bay,CRT,ASV,BIL_ST9,BIL_ST6,0.28689211986489765,7.576026675275992,2.0191635344139076,2.6099999999999994
Biloxi Bay,CRT,ASV,BIL_ST8,BIL_ST7,0.23106277769371802,3.8843483136620143,0.6367399576389234,1.3499999999999979
Biloxi Bay,CRT,ASV,BIL_ST9,BIL_ST7,0.23285381245070116,4.675918759007039,0.7182341439438349,1.2899999999999991
Biloxi Bay,CRT,ASV,BIL_ST9,BIL_ST8,0.2106083480012866,0.9148611791020995,0.18549897319492195,0.05999999999999872
Biloxi Bay,Rare,ASV,BIL_ST2,BIL_ST1,0.7189412504877093,2.4523137072883165,1.6817447108223464,3.7799999999999994
Biloxi Bay,Rare,ASV,BIL_ST3,BIL_ST1,0.8033885329532052,4.924946146929427,2.5942982435868673,5.83
Biloxi Bay,Rare,ASV,BIL_ST4,BIL_ST1,0.8632511205138066,7.625200369705529,3.6935592733697735,7.66
Biloxi Bay,Rare,ASV,BIL_ST5,BIL_ST1,0.8635049395642036,7.534061042212609,4.95639756222932,9.43
Biloxi Bay,Rare,ASV,BIL_ST6,BIL_ST1,0.8768837494420856,5.2264436749659975,5.78898440570614,10.06
Biloxi Bay,Rare,ASV,BIL_ST7,BIL_ST1,0.8750813779073439,3.923759708918449,5.649225460967177,11.38
Biloxi Bay,Rare,ASV,BIL_ST8,BIL_ST1,0.8858355624111522,6.188202358264256,6.257474076514995,12.729999999999999
Biloxi Bay,Rare,ASV,BIL_ST9,BIL_ST1,0.89943463019163294,7.100625844543973,6.288378639533549,12.67
Biloxi Bay,Rare,ASV,BIL_ST3,BIL_ST2,0.7068904644632683,2.479889432091768,1.3787288054462645,2.0500000000000007
Biloxi Bay,Rare,ASV,BIL_ST4,BIL_ST2,0.7650079699645006,5.204038889001725,2.666348315601008,3.880000000000001
Biloxi Bay,Rare,ASV,BIL_ST5,BIL_ST2,0.7532446035259279,5.462992234982792,4.029984418192875,5.65
Biloxi Bay,Rare,ASV,BIL_ST6,BIL_ST2,0.7745862019897736,4.036473947450512,4.984113562340889,6.280000000000001
Biloxi Bay,Rare,ASV,BIL_ST7,BIL_ST2,0.7764408104248399,4.423717400868642,4.5278216049220275,7.600000000000001
Biloxi Bay,Rare,ASV,BIL_ST8,BIL_ST2,0.7859829652091819,7.767330268341288,5.127153303572157,8.95
Biloxi Bay,Rare,ASV,BIL_ST9,BIL_ST2,0.8147394301434139,8.666945462177791,5.191194134279291,8.89
Biloxi Bay,Rare,ASV,BIL_ST4,BIL_ST3,0.7240931314729997,2.741172629156298,1.4234826202275745,1.83
Biloxi Bay,Rare,ASV,BIL_ST5,BIL_ST3,0.7121701018247003,3.625447301749581,2.8877294668081293,3.5999999999999996
Biloxi Bay,Rare,ASV,BIL_ST6,BIL_ST3,0.7241930658060542,3.912818427985623,3.92393339970335,4.23
Biloxi Bay,Rare,ASV,BIL_ST7,BIL_ST3,0.7239500804942893,5.819144526745424,3.258615022028578,5.550000000000001
Biloxi Bay,Rare,ASV,BIL_ST8,BIL_ST3,0.7287864248747606,9.584281141801412,3.8538931567141934,6.899999999999999
Biloxi Bay,Rare,ASV,BIL_ST9,BIL_ST3,0.7554876619492219,10.436511107130958,3.904814031565072,6.84
Biloxi Bay,Rare,ASV,BIL_ST5,BIL_ST4,0.7023740136443632,2.5604480152713722,1.4811273103882527,1.7699999999999996
Biloxi Bay,Rare,ASV,BIL_ST6,BIL_ST4,0.713123840528115,5.013070994466372,2.5374966823285425,2.4000000000000004
Biloxi Bay,Rare,ASV,BIL_ST7,BIL_ST4,0.7088021608108791,7.749297726496992,2.061797261417825,3.7200000000000006
Biloxi Bay,Rare,ASV,BIL_ST8,BIL_ST4,0.7328960474916958,11.63252524666425,2.6210834317788003,5.0699999999999985
Biloxi Bay,Rare,ASV,BIL_ST9,BIL_ST4,0.746372299351633,12.416291018602198,2.645490611175981,5.01
Biloxi Bay,Rare,ASV,BIL_ST6,BIL_ST5,0.638993997131567,3.2773496337228654,1.085866668527017,0.6300000000000008
